Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel,Fuel Type,Dealer/Channel,Market Segment,Promotion/Discounts (%),Customer Income Band,Unit Price
30/10/2021,2021,BMW i3,75858,5,North America,USA,Online,Electric,Offline,Economy,5.1,Low,15171.6
30/10/2021,2021,BMW iX,95971,2,North America,USA,Dealership,Electric,Offline,Premium,3.2,Medium,47985.5
1/11/2021,2021,BMW 4 Series,87202,5,Europe,France,Online,Gasoline,Offline,Economy,6.3,Low,17440.4
,,,,,,,,,,,,,
1/11/2021,2021,BMW 8 Series,119317,3,Africa,South Africa,Online,Gasoline,Offline,Premium,1.3,Medium,39772.33333
1/11/2021,2021,BMW 5 Series,94949,5,South America,Unknown,Wholesale,Hybrid,Fleet,Economy,3.8,Low,18989.8
1/11/2021,2021,BMW 3 Series,101441,4,Africa,Egypt,Wholesale,Diesel,Offline,Premium,3.8,Medium,25360.25
,,,,,,,,,,,,,
2/11/2021,2021,BMW 6 Series,31125,1,North America,USA,Wholesale,Gasoline,Offline,Premium,1.2,Low,31125
2/11/2021,2021,BMW X6,86543,2,North America,Canada,Online,Diesel,Online,Premium,1.2,Medium,43271.5
2/11/2021,2021,BMW 3 Series,94372,2,Africa,Egypt,Dealership,Diesel,Offline,Premium,1,High,47186
,,,,,,,,,,,,,
2/11/2021,2021,BMW 8 Series,97824,3,Europe,Spain,Wholesale,Gasoline,Offline,Premium,2.2,High,32608
3/11/2021,2021,BMW M3,38373,3,North America,USA,Wholesale,Electric,Offline,Economy,10,Low,12791
3/11/2021,2021,BMW X7,56866,3,South America,Unknown,Dealership,Gasoline,Offline,Economy,5.2,Medium,18955.33333
3/11/2021,2021,BMW 8 Series,101980,2,North America,USA,Online,Gasoline,Fleet,Luxury,2.3,High,50990
3/11/2021,2021,BMW M2,41227,4,Africa,South Africa,Wholesale,Electric,Fleet,Economy,7.7,Low,10306.75
3/11/2021,2021,BMW 7 Series,63152,1,Europe,Spain,Online,Electric,Fleet,Luxury,2.9,High,63152
3/11/2021,2021,BMW 1 Series,58198,3,South America,Unknown,Dealership,Electric,Offline,Economy,3.7,Medium,19399.33333
,,,,,,,,,,,,,
4/11/2021,2021,BMW 8 Series,44284,2,Africa,Egypt,Online,Gasoline,Offline,Economy,4,High,22142
4/11/2021,2021,BMW M2,70059,4,North America,USA,Online,Electric,Fleet,Economy,10,Low,17514.75
4/11/2021,2021,BMW X6,108847,3,Africa,Nigeria,Dealership,Diesel,Offline,Premium,0.4,High,36282.33333
4/11/2021,2021,BMW X7,117310,3,South America,Unknown,Dealership,Gasoline,Offline,Premium,2.8,Low,39103.33333
4/11/2021,2021,BMW X2,59553,1,Asia,India,Dealership,Hybrid,Online,Luxury,0.7,High,59553
4/11/2021,2021,BMW X5,108893,1,Africa,Egypt,Online,Hybrid,Offline,Luxury,1.6,Medium,108893
5/11/2021,2021,BMW i4,39322,5,Africa,Egypt,Dealership,Electric,Offline,Economy,8.2,Medium,7864.4
6/11/2021,2021,BMW M2,38127,3,Africa,South Africa,Wholesale,Electric,Fleet,Economy,5.7,Low,12709
6/11/2021,2021,BMW M5,33709,5,North America,Mexico,Dealership,Electric,Offline,Economy,4.3,Low,6741.8
7/11/2021,2021,BMW i4,87061,2,Europe,UK,Dealership,Electric,Offline,Premium,1.9,Low,43530.5
7/11/2021,2021,BMW X3,63067,1,Europe,Italy,Wholesale,Diesel,Online,Luxury,1.8,High,63067
7/11/2021,2021,BMW 1 Series,61818,4,Asia,India,Online,Electric,Online,Economy,5.5,Low,15454.5
,,,,,,,,,,,,,
8/11/2021,2021,BMW X4,108002,3,Africa,South Africa,Online,Electric,Offline,Premium,0.3,Medium,36000.66667
8/11/2021,2021,BMW X4,108669,3,Africa,Egypt,Wholesale,Electric,Offline,Premium,3.8,Medium,36223
8/11/2021,2021,BMW M3,83846,5,South America,Unknown,Online,Electric,Offline,Economy,6.1,Medium,16769.2
9/11/2021,2021,BMW X2,51370,1,North America,Mexico,Wholesale,Hybrid,Offline,Luxury,0.3,High,51370
9/11/2021,2021,BMW 2 Series,99098,5,North America,Canada,Online,Diesel,Offline,Economy,4,Medium,19819.6
,,,,,,,,,,,,,
10/11/2021,2021,BMW X3,82047,3,Europe,Spain,Dealership,Diesel,Offline,Premium,2.5,Medium,27349
10/11/2021,2021,BMW X6,38673,1,Asia,Japan,Wholesale,Diesel,Fleet,Premium,2.3,Medium,38673
11/11/2021,2021,BMW M8,82034,3,Asia,India,Dealership,Gasoline,Online,Premium,0.5,Medium,27344.66667
12/11/2021,2021,BMW X2,106553,1,Europe,France,Online,Hybrid,Fleet,Luxury,0.2,High,106553
12/11/2021,2021,BMW X7,50810,3,South America,Unknown,Dealership,Gasoline,Online,Economy,9.1,Low,16936.66667
12/11/2021,2021,BMW M3,90772,4,Asia,India,Dealership,Electric,Offline,Economy,9.9,High,22693
12/11/2021,2021,BMW M2,117154,5,Asia,Japan,Wholesale,Electric,Offline,Economy,8.9,Medium,23430.8
13/11/2021,2021,BMW 7 Series,107762,1,North America,Canada,Dealership,Electric,Offline,Luxury,3.7,Medium,107762
13/11/2021,2021,BMW M5,40038,5,Asia,China,Wholesale,Electric,Offline,Economy,3.4,Low,8007.6
13/11/2021,2021,BMW M3,118715,1,Africa,Egypt,Wholesale,Electric,Offline,Luxury,2.7,Medium,118715
14/11/2021,2021,BMW X5,87987,1,South America,Unknown,Online,Hybrid,Offline,Luxury,1.3,High,87987
14/11/2021,2021,BMW i3,42289,1,Asia,Japan,Dealership,Electric,Offline,Premium,3.5,High,42289
14/11/2021,2021,BMW X2,64905,3,Asia,South Korea,Online,Hybrid,Online,Economy,5.3,Medium,21635
15/11/2021,2021,BMW 3 Series,30969,2,Europe,Germany,Online,Diesel,Fleet,Economy,6.6,Low,15484.5
,,,,,,,,,,,,,
15/11/2021,2021,BMW 2 Series,91166,3,Asia,China,Online,Diesel,Fleet,Premium,3.1,Medium,30388.66667
,,,,,,,,,,,,,
15/11/2021,2021,BMW M2,99277,2,Europe,Spain,Dealership,Electric,Offline,Luxury,3.7,Medium,49638.5
15/11/2021,2021,BMW X7,111544,3,Africa,Egypt,Wholesale,Gasoline,Fleet,Premium,1.3,Medium,37181.33333
15/11/2021,2021,BMW 3 Series,106749,2,Africa,South Africa,Wholesale,Diesel,Offline,Luxury,0.1,High,53374.5
,,,,,,,,,,,,,
16/11/2021,2021,BMW M4,36214,1,Africa,Nigeria,Online,Gasoline,Offline,Premium,3.4,Medium,36214
16/11/2021,2021,BMW i3,35720,1,Africa,South Africa,Dealership,Electric,Offline,Premium,0.6,Low,35720
16/11/2021,2021,BMW i3,118484,2,Asia,India,Wholesale,Electric,Online,Luxury,2.5,Medium,59242
17/11/2021,2021,BMW iX,64902,2,Asia,China,Wholesale,Electric,Offline,Premium,4,Medium,32451
18/11/2021,2021,BMW M3,33671,5,South America,Unknown,Wholesale,Electric,Offline,Economy,9.6,High,6734.2
19/11/2021,2021,BMW M3,53926,1,Europe,Italy,Dealership,Electric,Fleet,Luxury,2.7,High,53926
19/11/2021,2021,BMW i4,37076,3,South America,Unknown,Wholesale,Electric,Fleet,Economy,8.2,Low,12358.66667
19/11/2021,2021,BMW 5 Series,114448,5,South America,Unknown,Wholesale,Hybrid,Offline,Economy,8.3,Low,22889.6
19/11/2021,2021,BMW Z4,39967,2,Asia,India,Online,Gasoline,Online,Economy,6.6,Low,19983.5
19/11/2021,2021,BMW iX3,91068,3,North America,USA,Wholesale,Electric,Offline,Premium,0.2,Medium,30356
20/11/2021,2021,BMW M3,63521,4,Europe,UK,Dealership,Electric,Offline,Economy,5.3,Low,15880.25
20/11/2021,2021,BMW X6,108513,4,South America,Unknown,Online,Diesel,Fleet,Premium,2.4,High,27128.25
20/11/2021,2021,BMW i3,68790,4,South America,Unknown,Dealership,Electric,Offline,Economy,3.4,Low,17197.5
20/11/2021,2021,BMW 2 Series,82775,3,South America,Unknown,Online,Diesel,Fleet,Premium,1.4,High,27591.66667
,,,,,,,,,,,,,
21/11/2021,2021,BMW X3,101515,2,North America,Canada,Online,Diesel,Offline,Luxury,1.3,High,50757.5
21/11/2021,2021,BMW Z4,44272,3,Asia,South Korea,Wholesale,Gasoline,Online,Economy,6,Low,14757.33333
21/11/2021,2021,BMW M4,101744,5,Africa,South Africa,Online,Gasoline,Offline,Economy,5,Low,20348.8
21/11/2021,2021,BMW 8 Series,37304,5,South America,Unknown,Dealership,Gasoline,Offline,Economy,3.3,Low,7460.8
22/11/2021,2021,BMW M3,47762,4,Asia,China,Online,Electric,Offline,Economy,3.4,Medium,11940.5
22/11/2021,2021,BMW M8,110865,2,South America,Unknown,Dealership,Gasoline,Offline,Luxury,1.6,High,55432.5
22/11/2021,2021,BMW iX3,81591,5,South America,Unknown,Dealership,Electric,Offline,Economy,9.6,Medium,16318.2
23/11/2021,2021,BMW Z4,51891,1,Europe,Italy,Dealership,Gasoline,Fleet,Luxury,1.2,High,51891
23/11/2021,2021,BMW i8,90428,1,South America,Unknown,Wholesale,Electric,Fleet,Luxury,2.3,High,90428
23/11/2021,2021,BMW 4 Series,60146,4,Europe,Germany,Wholesale,Gasoline,Offline,Economy,4.2,Medium,15036.5
,,,,,,,,,,,,,
23/11/2021,2021,BMW M5,67880,4,Africa,Egypt,Wholesale,Electric,Offline,Economy,5.7,Low,16970
23/11/2021,2021,BMW M2,87487,4,South America,Unknown,Dealership,Electric,Offline,Economy,7.5,Medium,21871.75
24/11/2021,2021,BMW 4 Series,34715,5,Asia,India,Wholesale,Gasoline,Offline,Economy,3.2,High,6943
,,,,,,,,,,,,,
25/11/2021,2021,BMW i3,49750,2,Asia,Japan,Dealership,Electric,Offline,Economy,3.4,Medium,24875
25/11/2021,2021,BMW 7 Series,88491,4,Asia,South Korea,Dealership,Electric,Fleet,Economy,3,High,22122.75
25/11/2021,2021,BMW X1,30503,3,Europe,Italy,Online,Diesel,Offline,Economy,3.2,Low,10167.66667
25/11/2021,2021,BMW X7,69860,4,Africa,South Africa,Wholesale,Gasoline,Offline,Economy,7.1,Low,17465
25/11/2021,2021,BMW i4,48930,5,Asia,China,Wholesale,Electric,Fleet,Economy,5.5,Medium,9786
25/11/2021,2021,BMW M3,65911,2,Asia,India,Online,Electric,Fleet,Premium,0.8,Medium,32955.5
27/11/2021,2021,BMW 4 Series,77143,4,Europe,France,Wholesale,Gasoline,Offline,Economy,9.3,Low,19285.75
,,,,,,,,,,,,,
27/11/2021,2021,BMW X5,108821,1,Asia,Japan,Wholesale,Hybrid,Online,Luxury,2.8,Medium,108821
27/11/2021,2021,BMW X1,107530,4,South America,Unknown,Online,Diesel,Fleet,Premium,0.5,Medium,26882.5
28/11/2021,2021,BMW 4 Series,74696,4,South America,Unknown,Dealership,Gasoline,Offline,Economy,3.4,Low,18674
,,,,,,,,,,,,,
28/11/2021,2021,BMW X4,110358,2,Asia,China,Wholesale,Electric,Offline,Luxury,3.5,High,55179
29/11/2021,2021,BMW i3,93288,3,Africa,Nigeria,Dealership,Electric,Online,Premium,1.6,High,31096
30/11/2021,2021,BMW i3,50386,4,Africa,Egypt,Online,Electric,Online,Economy,5.6,High,12596.5
30/11/2021,2021,BMW 7 Series,42470,4,Europe,Italy,Wholesale,Electric,Offline,Economy,8,Medium,10617.5
1/12/2021,2021,BMW 8 Series,31947,5,South America,Unknown,Dealership,Gasoline,Offline,Economy,9.4,Low,6389.4
1/12/2021,2021,BMW Z4,98146,2,Africa,Egypt,Dealership,Gasoline,Fleet,Premium,3.2,High,49073
1/12/2021,2021,BMW X1,60653,5,Africa,Egypt,Online,Diesel,Offline,Economy,5.7,Low,12130.6
2/12/2021,2021,BMW 1 Series,99499,4,North America,USA,Wholesale,Electric,Fleet,Economy,3.8,Low,24874.75
,,,,,,,,,,,,,
2/12/2021,2021,BMW M8,106368,4,Europe,UK,Dealership,Gasoline,Offline,Premium,2.7,Medium,26592
2/12/2021,2021,BMW 7 Series,74291,1,Asia,Japan,Wholesale,Electric,Online,Luxury,3.6,Medium,74291
2/12/2021,2021,BMW iX,116842,5,Asia,China,Wholesale,Electric,Fleet,Economy,6.3,Low,23368.4
3/12/2021,2021,BMW 7 Series,48934,2,North America,Canada,Online,Electric,Offline,Economy,9.9,Low,24467
3/12/2021,2021,BMW M4,118479,4,Europe,Spain,Online,Gasoline,Fleet,Premium,2.3,Low,29619.75
3/12/2021,2021,BMW M5,46623,1,Africa,Egypt,Wholesale,Electric,Offline,Premium,0.5,Medium,46623
4/12/2021,2021,BMW iX3,67310,1,Asia,India,Online,Electric,Offline,Luxury,3.1,High,67310
4/12/2021,2021,BMW 5 Series,118907,3,Asia,South Korea,Online,Hybrid,Online,Premium,3.9,Low,39635.66667
5/12/2021,2021,BMW X7,89829,2,Asia,Japan,Dealership,Gasoline,Offline,Premium,1.1,Low,44914.5
6/12/2021,2021,BMW M8,98837,1,Europe,UK,Online,Gasoline,Online,Luxury,1.5,High,98837
6/12/2021,2021,BMW 2 Series,107713,2,Asia,China,Wholesale,Diesel,Offline,Luxury,3.2,High,53856.5
,,,,,,,,,,,,,
7/12/2021,2021,BMW 4 Series,33345,4,South America,Unknown,Dealership,Gasoline,Offline,Economy,6.1,Medium,8336.25
,,,,,,,,,,,,,
7/12/2021,2021,BMW M3,94262,3,Asia,South Korea,Online,Electric,Fleet,Premium,3.6,High,31420.66667
7/12/2021,2021,BMW X4,43427,2,Asia,China,Wholesale,Electric,Online,Economy,4.9,Medium,21713.5
8/12/2021,2021,BMW 4 Series,93324,3,Africa,Egypt,Online,Gasoline,Offline,Premium,3.6,Medium,31108
,,,,,,,,,,,,,
8/12/2021,2021,BMW Z4,59236,2,South America,Unknown,Online,Gasoline,Fleet,Premium,2.1,Medium,29618
8/12/2021,2021,BMW X6,70286,2,North America,USA,Wholesale,Diesel,Offline,Premium,2.5,Medium,35143
8/12/2021,2021,BMW 7 Series,33972,5,South America,Unknown,Online,Electric,Offline,Economy,7.5,High,6794.4
8/12/2021,2021,BMW iX,98551,3,North America,USA,Dealership,Electric,Offline,Premium,0.7,Low,32850.33333
9/12/2021,2021,BMW 5 Series,58259,2,South America,Unknown,Online,Hybrid,Online,Premium,0,Medium,29129.5
9/12/2021,2021,BMW i8,43783,5,Asia,India,Wholesale,Electric,Offline,Economy,6.4,Low,8756.6
10/12/2021,2021,BMW M5,116057,5,North America,USA,Wholesale,Electric,Online,Economy,3.1,Medium,23211.4
10/12/2021,2021,BMW 2 Series,49098,3,Europe,Italy,Online,Diesel,Offline,Economy,6.8,Medium,16366
,,,,,,,,,,,,,
10/12/2021,2021,BMW 3 Series,71565,4,Asia,South Korea,Online,Diesel,Fleet,Economy,7.3,High,17891.25
,,,,,,,,,,,,,
11/12/2021,2021,BMW X3,39651,3,Asia,India,Online,Diesel,Fleet,Economy,7.5,Medium,13217
11/12/2021,2021,BMW 1 Series,83077,2,Asia,India,Dealership,Electric,Online,Premium,0.1,High,41538.5
,,,,,,,,,,,,,
11/12/2021,2021,BMW X6,109435,4,North America,USA,Online,Diesel,Online,Premium,3.5,Medium,27358.75
11/12/2021,2021,BMW X7,57937,3,Asia,Japan,Dealership,Gasoline,Offline,Economy,4.2,Low,19312.33333
12/12/2021,2021,BMW Z4,52272,3,Europe,UK,Dealership,Gasoline,Offline,Economy,7.9,Medium,17424
12/12/2021,2021,BMW 3 Series,104174,3,North America,Mexico,Wholesale,Diesel,Fleet,Premium,1.5,Medium,34724.66667
,,,,,,,,,,,,,
14/12/2021,2021,BMW X5,42698,3,Europe,Germany,Online,Hybrid,Offline,Economy,9.1,Medium,14232.66667
14/12/2021,2021,BMW 6 Series,71999,4,Africa,Nigeria,Online,Gasoline,Offline,Economy,4.1,Low,17999.75
14/12/2021,2021,BMW X1,97583,2,Asia,India,Dealership,Diesel,Online,Premium,3.2,Medium,48791.5
14/12/2021,2021,BMW 5 Series,67203,5,North America,USA,Online,Hybrid,Offline,Economy,8.2,Low,13440.6
15/12/2021,2021,BMW Z4,119217,3,Africa,South Africa,Wholesale,Gasoline,Fleet,Premium,3.6,High,39739
16/12/2021,2021,BMW i4,71633,5,Africa,Nigeria,Wholesale,Electric,Offline,Economy,3.2,High,14326.6
16/12/2021,2021,BMW X6,42842,5,North America,Canada,Dealership,Diesel,Offline,Economy,7.6,Medium,8568.4
16/12/2021,2021,BMW 1 Series,76969,5,South America,Unknown,Online,Electric,Offline,Economy,8.3,Low,15393.8
,,,,,,,,,,,,,
16/12/2021,2021,BMW 3 Series,60034,3,North America,Mexico,Dealership,Diesel,Online,Economy,6.4,Medium,20011.33333
,,,,,,,,,,,,,
17/12/2021,2021,BMW i4,90064,3,North America,Canada,Wholesale,Electric,Offline,Premium,1.2,Medium,30021.33333
18/12/2021,2021,BMW M8,80083,3,Asia,India,Dealership,Gasoline,Offline,Premium,3.9,High,26694.33333
19/12/2021,2021,BMW 2 Series,39176,3,Africa,South Africa,Dealership,Diesel,Offline,Economy,6.3,Low,13058.66667
,,,,,,,,,,,,,
19/12/2021,2021,BMW X1,90832,1,Asia,India,Wholesale,Diesel,Offline,Luxury,0.3,High,90832
19/12/2021,2021,BMW 3 Series,75530,2,Asia,South Korea,Online,Diesel,Offline,Premium,0.8,Medium,37765
,,,,,,,,,,,,,
19/12/2021,2021,BMW X4,75284,1,North America,Canada,Wholesale,Electric,Offline,Luxury,0.2,High,75284
19/12/2021,2021,BMW M5,44783,4,South America,Unknown,Dealership,Electric,Offline,Economy,3.7,Low,11195.75
21/12/2021,2021,BMW X4,55460,1,North America,USA,Dealership,Electric,Online,Luxury,1.7,High,55460
22/12/2021,2021,BMW M8,62205,1,Africa,Egypt,Online,Gasoline,Offline,Luxury,3.1,High,62205
22/12/2021,2021,BMW 6 Series,46616,1,Africa,Nigeria,Dealership,Gasoline,Fleet,Premium,2.9,High,46616
22/12/2021,2021,BMW 5 Series,66445,2,Asia,Japan,Online,Hybrid,Offline,Premium,3,Medium,33222.5
23/12/2021,2021,BMW X1,38885,5,North America,Canada,Wholesale,Diesel,Fleet,Economy,3.6,Low,7777
24/12/2021,2021,BMW X1,88308,4,Africa,South Africa,Online,Diesel,Offline,Economy,9.4,Medium,22077
24/12/2021,2021,BMW i4,94642,4,Europe,Spain,Dealership,Electric,Online,Economy,6.2,Low,23660.5
24/12/2021,2021,BMW M8,100500,2,Europe,Italy,Dealership,Gasoline,Online,Luxury,2.6,High,50250
24/12/2021,2021,BMW 2 Series,113990,1,Africa,Nigeria,Online,Diesel,Fleet,Luxury,2.5,High,113990
,,,,,,,,,,,,,
24/12/2021,2021,BMW M3,108342,5,Africa,Nigeria,Wholesale,Electric,Offline,Economy,7.1,Low,21668.4
25/12/2021,2021,BMW X5,86284,3,South America,Unknown,Online,Hybrid,Fleet,Premium,0.2,High,28761.33333
25/12/2021,2021,BMW M4,56165,2,Europe,UK,Dealership,Gasoline,Offline,Premium,1.9,Medium,28082.5
25/12/2021,2021,BMW 8 Series,54791,5,Asia,China,Online,Gasoline,Offline,Economy,4.3,Low,10958.2
25/12/2021,2021,BMW M4,80539,2,Africa,South Africa,Wholesale,Gasoline,Offline,Premium,3.9,Low,40269.5
25/12/2021,2021,BMW 6 Series,94430,2,Europe,Spain,Wholesale,Gasoline,Fleet,Premium,3.6,Medium,47215
26/12/2021,2021,BMW X4,55262,3,South America,Unknown,Dealership,Electric,Offline,Economy,4.7,Low,18420.66667
26/12/2021,2021,BMW 4 Series,101826,5,North America,Mexico,Online,Gasoline,Offline,Economy,8.4,Medium,20365.2
,,,,,,,,,,,,,
26/12/2021,2021,BMW 4 Series,119441,1,North America,USA,Online,Gasoline,Offline,Luxury,1.1,High,119441
,,,,,,,,,,,,,
26/12/2021,2021,BMW iX3,101114,5,Africa,South Africa,Online,Electric,Offline,Economy,5.7,High,20222.8
26/12/2021,2021,BMW i8,107364,5,Africa,South Africa,Wholesale,Electric,Offline,Economy,5.9,Low,21472.8
27/12/2021,2021,BMW M5,35461,1,Asia,India,Online,Electric,Fleet,Premium,1.1,Low,35461
27/12/2021,2021,BMW 4 Series,51873,3,Africa,Nigeria,Wholesale,Gasoline,Offline,Economy,9.9,Low,17291
,,,,,,,,,,,,,
28/12/2021,2021,BMW 3 Series,69899,5,Africa,Nigeria,Wholesale,Diesel,Fleet,Economy,8.4,Low,13979.8
,,,,,,,,,,,,,
28/12/2021,2021,BMW X7,96629,1,Asia,India,Dealership,Gasoline,Fleet,Luxury,3.7,Medium,96629
28/12/2021,2021,BMW X2,110635,2,Asia,China,Wholesale,Hybrid,Fleet,Luxury,1.4,High,55317.5
29/12/2021,2021,BMW X3,99058,2,Europe,Italy,Dealership,Diesel,Offline,Luxury,3.5,High,49529
29/12/2021,2021,BMW M2,68573,1,North America,USA,Dealership,Electric,Offline,Luxury,3.2,High,68573
30/12/2021,2021,BMW 7 Series,99245,2,South America,Unknown,Online,Electric,Offline,Luxury,1.5,High,49622.5
31/12/2021,2021,BMW X2,87465,5,Africa,Egypt,Online,Hybrid,Offline,Economy,4.3,Low,17493
31/12/2021,2021,BMW X4,103030,1,South America,Unknown,Online,Electric,Offline,Luxury,0.5,High,103030
31/12/2021,2021,BMW 6 Series,36704,5,Europe,Spain,Online,Gasoline,Fleet,Economy,5.1,Medium,7340.8
1/1/2022,2022,BMW X2,33302,4,North America,Mexico,Dealership,Hybrid,Fleet,Economy,6,Low,8325.5
1/1/2022,2022,BMW X6,42410,3,North America,USA,Wholesale,Diesel,Fleet,Economy,9.8,Low,14136.66667
1/1/2022,2022,BMW X1,112045,3,Europe,France,Dealership,Diesel,Offline,Premium,1.2,Medium,37348.33333
2/1/2022,2022,BMW 5 Series,105038,3,South America,Unknown,Online,Hybrid,Offline,Premium,1.9,Low,35012.66667
2/1/2022,2022,BMW X1,63749,1,North America,Canada,Dealership,Diesel,Online,Luxury,3.2,High,63749
2/1/2022,2022,BMW X1,109804,4,North America,USA,Wholesale,Diesel,Offline,Premium,2.9,Medium,27451
3/1/2022,2022,BMW 6 Series,111919,3,Asia,Japan,Online,Gasoline,Offline,Premium,2.7,Medium,37306.33333
4/1/2022,2022,BMW 7 Series,80603,5,Asia,India,Dealership,Electric,Fleet,Economy,7.4,Low,16120.6
4/1/2022,2022,BMW 2 Series,41325,3,Africa,Egypt,Dealership,Diesel,Fleet,Economy,4.6,Low,13775
,,,,,,,,,,,,,
4/1/2022,2022,BMW i4,103247,4,Asia,India,Dealership,Electric,Online,Premium,0.2,Low,25811.75
5/1/2022,2022,BMW M2,115778,5,North America,Canada,Online,Electric,Online,Economy,7.2,Low,23155.6
5/1/2022,2022,BMW M2,118057,5,Africa,Egypt,Dealership,Electric,Offline,Economy,7.1,Low,23611.4
5/1/2022,2022,BMW X4,92987,1,South America,Unknown,Wholesale,Electric,Fleet,Luxury,3,High,92987
6/1/2022,2022,BMW 8 Series,46092,1,Africa,Egypt,Dealership,Gasoline,Offline,Premium,1.2,Medium,46092
6/1/2022,2022,BMW 3 Series,40543,2,North America,USA,Dealership,Diesel,Fleet,Economy,6,Low,20271.5
,,,,,,,,,,,,,
6/1/2022,2022,BMW X2,76402,4,Asia,Japan,Online,Hybrid,Offline,Economy,8.3,Low,19100.5
6/1/2022,2022,BMW 4 Series,57111,5,North America,USA,Online,Gasoline,Online,Economy,5.1,Low,11422.2
,,,,,,,,,,,,,
6/1/2022,2022,BMW X6,56469,4,Africa,South Africa,Wholesale,Diesel,Offline,Economy,9.4,Medium,14117.25
6/1/2022,2022,BMW 4 Series,62050,3,North America,USA,Online,Gasoline,Online,Economy,3.4,High,20683.33333
,,,,,,,,,,,,,
7/1/2022,2022,BMW 6 Series,65854,3,Africa,South Africa,Wholesale,Gasoline,Offline,Economy,5.8,Low,21951.33333
8/1/2022,2022,BMW X1,107850,2,North America,Canada,Dealership,Diesel,Fleet,Luxury,0.6,High,53925
8/1/2022,2022,BMW Z4,70205,5,South America,Unknown,Wholesale,Gasoline,Fleet,Economy,9.4,Low,14041
9/1/2022,2022,BMW 2 Series,43339,5,Asia,India,Online,Diesel,Offline,Economy,9.8,Medium,8667.8
,,,,,,,,,,,,,
9/1/2022,2022,BMW X7,47383,2,South America,Unknown,Dealership,Gasoline,Offline,Economy,9.7,High,23691.5
9/1/2022,2022,BMW 7 Series,118598,3,South America,Unknown,Online,Electric,Fleet,Premium,3,Medium,39532.66667
9/1/2022,2022,BMW i3,91549,5,Europe,Germany,Online,Electric,Online,Economy,7.3,High,18309.8
10/1/2022,2022,BMW X6,44525,4,Asia,China,Dealership,Diesel,Offline,Economy,9.1,Low,11131.25
10/1/2022,2022,BMW X2,107664,5,South America,Unknown,Dealership,Hybrid,Offline,Economy,7.9,Low,21532.8
10/1/2022,2022,BMW M5,108926,3,Asia,Japan,Wholesale,Electric,Offline,Premium,3.2,High,36308.66667
10/1/2022,2022,BMW 7 Series,109297,5,North America,USA,Dealership,Electric,Offline,Economy,5.9,Low,21859.4
10/1/2022,2022,BMW iX3,85596,5,North America,Mexico,Dealership,Electric,Offline,Economy,9.2,Low,17119.2
11/1/2022,2022,BMW 8 Series,98086,1,South America,Unknown,Online,Gasoline,Offline,Luxury,2.8,High,98086
11/1/2022,2022,BMW i4,62850,5,North America,Mexico,Wholesale,Electric,Offline,Economy,8.1,Low,12570
11/1/2022,2022,BMW i4,86153,2,Africa,Egypt,Dealership,Electric,Offline,Premium,0.3,High,43076.5
11/1/2022,2022,BMW M4,43706,2,Africa,Nigeria,Online,Gasoline,Offline,Economy,7.2,Low,21853
11/1/2022,2022,BMW X2,70765,4,Europe,France,Online,Hybrid,Offline,Economy,6.8,High,17691.25
12/1/2022,2022,BMW M4,91671,5,Europe,Italy,Online,Gasoline,Offline,Economy,9.7,Low,18334.2
12/1/2022,2022,BMW 8 Series,55226,4,Asia,China,Wholesale,Gasoline,Offline,Economy,8.6,Medium,13806.5
12/1/2022,2022,BMW 7 Series,115916,3,Asia,South Korea,Online,Electric,Offline,Premium,2.5,Low,38638.66667
13/01/2022,2022,BMW i8,103830,3,Europe,France,Wholesale,Electric,Fleet,Premium,1.2,Medium,34610
13/01/2022,2022,BMW 1 Series,100632,1,Asia,India,Online,Electric,Online,Luxury,3.7,High,100632
,,,,,,,,,,,,,
13/01/2022,2022,BMW i8,84445,1,South America,Unknown,Dealership,Electric,Fleet,Luxury,2.2,Medium,84445
14/01/2022,2022,BMW 1 Series,38861,5,North America,USA,Wholesale,Electric,Online,Economy,3.8,Low,7772.2
,,,,,,,,,,,,,
15/01/2022,2022,BMW X4,111339,5,Africa,Egypt,Online,Electric,Offline,Economy,3.6,Low,22267.8
15/01/2022,2022,BMW 1 Series,35274,4,Africa,South Africa,Wholesale,Electric,Offline,Economy,6.5,Low,8818.5
,,,,,,,,,,,,,
15/01/2022,2022,BMW X7,111565,4,North America,Mexico,Online,Gasoline,Online,Premium,3,Medium,27891.25
15/01/2022,2022,BMW M8,88810,5,Africa,Nigeria,Wholesale,Gasoline,Offline,Economy,3.9,Low,17762
16/01/2022,2022,BMW i8,56863,5,Europe,Spain,Dealership,Electric,Offline,Economy,7.2,Medium,11372.6
17/01/2022,2022,BMW 4 Series,45611,1,Africa,South Africa,Online,Gasoline,Offline,Premium,0.7,Medium,45611
,,,,,,,,,,,,,
17/01/2022,2022,BMW M5,112415,1,Africa,South Africa,Dealership,Electric,Offline,Luxury,2,High,112415
17/01/2022,2022,BMW X6,56783,1,Asia,China,Dealership,Diesel,Online,Luxury,0.7,High,56783
17/01/2022,2022,BMW X6,35391,5,North America,Canada,Wholesale,Diesel,Online,Economy,4.4,Low,7078.2
17/01/2022,2022,BMW Z4,106724,4,Africa,South Africa,Online,Gasoline,Fleet,Premium,3.4,Medium,26681
17/01/2022,2022,BMW i3,97258,2,Asia,China,Wholesale,Electric,Offline,Premium,3.4,Medium,48629
